InputID,TargetID,Distance
176649233,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.165142203359
268678934,b8fbaefe-4c48-4745-b1b9-30f58ae7151b,8.32386902392e-05
268678935,952cc6c2-dac5-435e-a43d-2d92738c7c63,0.0270487219671
268678938,05195892-46de-40e9-b9f6-3f0afb3bc587,0.000986758438651
268678939,b0c484f0-2987-40b4-8212-719b32052b41,0.000460946637133
268680318,259b9410-2d53-4ee3-b3a7-431afd592cf5,0.00027337332154
268680321,3cfef27a-198c-4d07-a062-e65632d94c92,0.000617864051734
268680322,e03d1537-683e-45cb-90b2-481aa393f92c,0.00126285850986
268680323,fa473aac-f4a1-42a9-8e5c-d47ab40af86c,0.000458262487063
268680325,a0569b52-af2e-49b2-a420-292fb986b4ce,9.28570060315e-05
268680326,5d11fa77-3210-4d50-96de-09d6b397789c,0.000107582308737
268680329,97718640-22e6-4caf-aa9a-166e865e0718,0.000404313222397
268680330,c4027c77-4104-49e9-9424-e3ea6be49675,0.000452389351138
268681845,1574cb24-9dd6-433e-9838-59599e9f0534,0.00040385617043
268681848,952cc6c2-dac5-435e-a43d-2d92738c7c63,0.000305401742744
268681849,198ef8f3-7a83-4233-8382-d8b7983cb93a,0.000373159971001
268681949,1cc10a29-7e0d-4545-abcd-ebbd1e2b22b1,0.000781108443551
268779590,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.11407869322
268779607,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.129165263308
268779617,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.131691946875
268851750,62adc8f4-f7a6-41aa-9c0d-7b54e2237a95,0.155982932753
268852931,6e5c378f-e047-450f-987d-a9b4eba2654b,0.012981418765
268852939,6e5c378f-e047-450f-987d-a9b4eba2654b,0.0584496711017
268852940,01fab771-6878-43c1-b457-7a2e52d3e5a5,0.00142142444643
268852941,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.00580585089465
268852942,a01ef3f1-74cf-4b20-a611-953089d82587,0.000719958189722
268852947,6e5c378f-e047-450f-987d-a9b4eba2654b,0.0250586834331
268852948,6e5c378f-e047-450f-987d-a9b4eba2654b,0.000182142025655
268852949,9605662b-b382-4594-81ab-1cb7ccc73476,0.0913535647223
268852951,6e5c378f-e047-450f-987d-a9b4eba2654b,0.0830929508004
268854818,62adc8f4-f7a6-41aa-9c0d-7b54e2237a95,0.112667945414
268854820,62adc8f4-f7a6-41aa-9c0d-7b54e2237a95,0.0803354236203
268854824,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.0597694168076
268854826,62adc8f4-f7a6-41aa-9c0d-7b54e2237a95,0.0971703653259
268854829,62adc8f4-f7a6-41aa-9c0d-7b54e2237a95,0.0914160251106
268854830,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.0712798066766
268854834,6e5c378f-e047-450f-987d-a9b4eba2654b,0.018348035929
268854836,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.00155277636658
268854839,75e3dd4b-5e0b-47fa-95fb-3f7f6def9b2e,0.0157686885699
268909726,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.15522302536
268909729,9605662b-b382-4594-81ab-1cb7ccc73476,0.143405517356
268909731,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.14010944935
268909738,6e5c378f-e047-450f-987d-a9b4eba2654b,0.17092466073
268909740,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.151964952788
268909742,9605662b-b382-4594-81ab-1cb7ccc73476,0.153175796276
268941582,b939959c-89ab-4def-8acd-31715ac01a89,0.296173560086
268981520,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.424797344716
269004847,b939959c-89ab-4def-8acd-31715ac01a89,0.311841390916
269006490,b939959c-89ab-4def-8acd-31715ac01a89,0.304897338177
269007548,b939959c-89ab-4def-8acd-31715ac01a89,0.297864620431
269007952,b939959c-89ab-4def-8acd-31715ac01a89,0.277819959401
269020807,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.460365715259
269036908,b939959c-89ab-4def-8acd-31715ac01a89,0.243351826587
269039785,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.466461912338
269039787,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.40183227638
269039788,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.407521810833
269039790,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.456693327086
269039804,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.392076147114
269041322,b939959c-89ab-4def-8acd-31715ac01a89,0.266200554318
269041323,b939959c-89ab-4def-8acd-31715ac01a89,0.255119850328
269041325,b939959c-89ab-4def-8acd-31715ac01a89,0.273061819172
269041333,b939959c-89ab-4def-8acd-31715ac01a89,0.327592200794
269041335,b939959c-89ab-4def-8acd-31715ac01a89,0.321620909695
269041338,b939959c-89ab-4def-8acd-31715ac01a89,0.323455978008
269042995,b939959c-89ab-4def-8acd-31715ac01a89,0.279780919636
269043001,b939959c-89ab-4def-8acd-31715ac01a89,0.271829747099
269044216,b939959c-89ab-4def-8acd-31715ac01a89,0.268923835793
269044221,b939959c-89ab-4def-8acd-31715ac01a89,0.242962002206
269044222,b939959c-89ab-4def-8acd-31715ac01a89,0.252412196097
269045994,9605662b-b382-4594-81ab-1cb7ccc73476,0.448414086716
269045996,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.459290294061
269045998,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.444624178755
269046000,9605662b-b382-4594-81ab-1cb7ccc73476,0.4401531513
269046002,9605662b-b382-4594-81ab-1cb7ccc73476,0.390008472093
269046003,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.395333301311
269046005,9605662b-b382-4594-81ab-1cb7ccc73476,0.396133366741
269046009,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.429771479712
269046012,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.418895642721
269046014,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.46754173518
269046016,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.406309494893
269046018,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.448475379565
269046019,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.398511869523
269046021,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.398979505372
269046023,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.439295546058
269046026,9605662b-b382-4594-81ab-1cb7ccc73476,0.410859168578
269046027,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.41390159353
269046029,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.464539737662
269048665,b939959c-89ab-4def-8acd-31715ac01a89,0.268774222254
269048666,b939959c-89ab-4def-8acd-31715ac01a89,0.24418315951
269048674,b939959c-89ab-4def-8acd-31715ac01a89,0.28029546987
269048676,b939959c-89ab-4def-8acd-31715ac01a89,0.289580508
269049366,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.385318867577
269049367,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.424930703488
269049369,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.415891824953
269049371,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.441236991225
269049373,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.430606316845
269049375,b5c88126-a40a-4f2c-abce-a36d9b2a2c64,0.438183634603
269049377,67be1e53-f844-4f3b-a17a-93b07b059ec6,0.423300560246
